path,page,text,parsed_text
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\020-linguaggi-e-grammatiche-24.pdf,14,"9/28/2021
1502-linguaggio -e-grammatiche -24
29Operazioni sui linguaggi
L1e L2linguaggi
•unione
L1L2= {x*| xL1x L2}
L1= L1
•intersezione
L1L2= {x*| xL1x L2}
L1= 
•complementazione
L1={x*| xL1}
30Operazioni sui linguaggi
L1e L2linguaggi
•concatenazione o prodotto
L1◦L2= {x*|
x1L1x2L2tali che x = x1◦x2}
L ◦{} = {} ◦L = L
esempio :
L1= {an | n1};  L2= {bm | m1};   L1◦L2= {an bm | n,m1}
•potenza Lhdi un linguaggio L
L0= {}
Lh= L ◦Lh-1, per h 129
30",linguaggio grammatiche operazioni linguaggi llinguaggi unione ll x xlx l intersezione ll x xlx l complementazione lx xl operazioni linguaggi llinguaggi concatenazione prodotto ll x xlxltali xx esempio ll nm potenza lhdi linguaggio lh
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\020-linguaggi-e-grammatiche-24.pdf,15,"9/28/2021
1602-linguaggio -e-grammatiche -24
31Operatore di Kleene
•chiusura riflessiva e transitiva di un linguaggio
L*= Lh
L* *={}
esempio : L={aa} L*={a2n|n0}
•chiusura transitiva (non riflessiva) di un 
linguaggio
L+= Lh
esempio : L={aa} L+={a2n|n1}
L*=L+ {}
h=0

h=1
32Espressioni regolari
•è uno strumento per descrivere linguaggi (vedremo nel seguito quali)
•dato un alfabeto , si definisce espressione regolare ogni stringa r
r({+, *, (, ), ◦, })+
•tale che:
1.r=oppure
2.roppure
3.r=(s+t) oppure r=(s◦t) oppure r=s*, con se tespressioni regolari
espressione linguaggio
 
a {a}
(s+t) L(s)L(t)
(s◦t) L(s)◦L(t)
s*L(s)*semantica31
32",linguaggio grammatiche operatore kleene chiusura riflessiva transitiva linguaggio l esempio laa lann chiusura transitiva non riflessiva linguaggio esempio laa lann espressioni regolari strumento descrivere linguaggi vedremo seguito quali dato alfabeto definisce espressione regolare ogni stringa r tale che roppure roppure rst oppure rst oppure tespressioni regolari espressione linguaggio a lslt st lslt slssemantica
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\020-linguaggi-e-grammatiche-24.pdf,16,"9/28/2021
1702-linguaggio -e-grammatiche -24
33Espressioni regolari
i linguaggi rappresentabili con espressioni regolari sono una 
interessante sottoclasse stè forma sintetica di s◦tforma sintetica
espressioni sintetiche si ottengno definendo delle 
precedenze tra gli operatori: *> ◦> +
esempio : 
(a+(b(cd))) = a+bcdforma sinteticaesempio : 
(a+b)*rappresenta L=({ a}{b})*
esempio : 
(a+b)*arappresenta L={x|x {a,b}*“x termina con a”}
34Esercizio
data una mappa stradale, scrivere un’espressione regolare che 
definisca tutti i percorsi possibili tra A e B
adec +adg+fec+fg= 
= ad(ec+g) + f(ec+g) = 
= (ad+f)(ec+g)A Ba d c e
f g
33
34",linguaggio grammatiche espressioni regolari linguaggi rappresentabili espressioni regolari interessante sottoclasse st forma sintetica stforma sintetica espressioni sintetiche ottengno definendo precedenze operatori esempio abcd abcdforma sinteticaesempio abrappresenta ab esempio abarappresenta lxx abx termina esercizio data mappa stradale scrivere unespressione regolare definisca percorsi possibili adec adgfecfg adecg fecg adfecga
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\020-linguaggi-e-grammatiche-24.pdf,17,"9/28/2021
1802-linguaggio -e-grammatiche -24
35Esercizio
data una mappa stradale, scrivere un’espressione regolare che 
definisca tutti i percorsi possibili tra A e B
f(ebd)*gA Bd e
f gb
36Esercizio
data una mappa stradale, scrivere un’espressione regolare che 
definisca tutti i percorsi possibili tra A e B
a(deb)*decA Ba d c eb
35
36",linguaggio grammatiche esercizio data mappa stradale scrivere unespressione regolare definisca percorsi possibili febdg esercizio data mappa stradale scrivere unespressione regolare definisca percorsi possibili adebdec
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\020-linguaggi-e-grammatiche-24.pdf,18,"9/28/2021
1902-linguaggio -e-grammatiche -24
37Esercizio
data una mappa stradale, scrivere un’espressione regolare che 
definisca tutti i percorsi possibili tra A e B
a(deb)*dgA Ba d e
gb
38Esercizio
data una mappa stradale, scrivere un’espressione regolare che 
definisca tutti i percorsi possibili tra A e B
f(edb)*ecA Bd c e
fb
37
38",linguaggio grammatiche esercizio data mappa stradale scrivere unespressione regolare definisca percorsi possibili adebdg esercizio data mappa stradale scrivere unespressione regolare definisca percorsi possibili fedbec
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\020-linguaggi-e-grammatiche-24.pdf,19,"9/28/2021
2002-linguaggio -e-grammatiche -24
39Esercizio
data una mappa stradale, scrivere un’espressione regolare che 
definisca tutti i percorsi possibili tra A e B
f(ebd)*g+ f(ebd)*ec+ a(deb)*dec+ a(deb)*dg=
= f(ebd)*(g+ec) + a(deb)*d(g+ec) =
= (f(ebd)*+a(deb)*d) (g+ec) =
= (f+ad)(ebd)*(g+ec)A Ba d c e
f gb
40Le grammatiche formali
1940 Post e Markof, riscrittura e derivazione di 
stringhe
1950 Chomsky, classificazione delle grammatiche 
nell’ambito degli studi sul linguaggio 
naturale
1960 Backus Naur Form per descrivere Algol•approccio generativo alla descrizione dei 
linguaggi
•metodo di costruzione delle stringhe basato sulla 
riscrittura39
40",linguaggio grammatiche esercizio data mappa stradale scrivere unespressione regolare definisca percorsi possibili febdg febdec adebdec adebdg febdgec adebdgec febdadebd gec fadebdgeca grammatiche formali post markof riscrittura derivazione stringhe chomsky classificazione grammatiche nellambito studi linguaggio naturale backus naur form descrivere algolapproccio generativo descrizione linguaggi metodo costruzione stringhe basato riscrittura
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\020-linguaggi-e-grammatiche-24.pdf,20,"9/28/2021
2102-linguaggio -e-grammatiche -24
41Grammatiche formali
•grammatiche di Chomsky
•-produzioni
•riconoscimento di linguaggi
42Grammatiche di Chomsky
unagrammatica è una quadrupla 
G=<VT, VN, P, S>
•VT è l’alfabeto (finito) di simboli terminali
•VNè un insieme (finito) di simboli non terminali , o 
categorie sintattiche , tale che VN= 
•P, detto insieme delle produzioni , è una relazione 
binaria finita su
(VTVN)*◦VN◦(VTVN)*(VTVN)*
•SVNè l’assioma<,>P si indica generalmente con →forma sintetica41
42",linguaggio grammatiche grammatiche formali grammatiche chomsky produzioni riconoscimento linguaggi grammatiche chomsky unagrammatica quadrupla lalfabeto finito simboli terminali insieme finito simboli terminali categorie sintattiche tale n detto insieme produzioni relazione binaria finita tv nv nv tv nv tv sv lassiomap indica generalmente forma sintetica
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\020-linguaggi-e-grammatiche-24.pdf,21,"9/28/2021
2202-linguaggio -e-grammatiche -24
43Esempio
una grammatica definisce implicitamente tutte le stringhe 
di terminali generabili a partire dall’assioma tramite una 
sequenza di riscritture
esempio:
G=<{a, b, c}, {S, B, C}, P, S>, con P composto da:
S → aSS → B B → bB
B → bCC → cCC → c
genera L(G) = { anbmch| n0, m, h1}
→ 1→ 2 …→ n
viene anche indicato con
→ 1| 2|…|nforma sintetica
44Linguaggio generato
•derivazione diretta : relazione su
(V*◦VN◦V*) V*
<,> appartiene alla relazione (si scrive  ) se
 V*◦VN◦V*ed ,,V*t.c. ==e →P
e sono dette forme di frase
•derivazione : chiusura riflessiva e transitiva della 
derivazione diretta, si rappresenta con *
•il linguaggio generato da G è L(G) = {x|x VT*S*x}
•due grammatiche G1e G2sono equivalenti se 
L(G1)=L(G2)
talvolta al posto di *forma sinteticaVTVNviene talvolta indicato con Vforma sintetica43
44",linguaggio grammatiche esempio grammatica definisce implicitamente tutte stringhe terminali generabili partire dallassioma tramite sequenza riscritture esempio composto ss cc cc genera anbmch viene indicato nforma sintetica linguaggio generato derivazione diretta relazione vv nv appartiene relazione scrive vv nved vtc e p sono dette forme frase derivazione chiusura riflessiva transitiva derivazione diretta rappresenta il linguaggio generato tsx due grammatiche gsono equivalenti lglg talvolta al posto forma sintetica vtv nviene talvolta indicato vforma sintetica
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\020-linguaggi-e-grammatiche-24.pdf,22,"9/28/2021
2302-linguaggio -e-grammatiche -24
45Grammatiche formali
esempio : generazione di { anbncn|n1}
grammatica G=<{ a, b, c},{S,B,C,F,G},P,S>
con P composto da
S → aSBC CB → BC
SB → bFFB → bF
FC → cGGC → cG
G → 
per generare aabbcc
SaSBC aaSBCBC aaSBBCC
aabFBCC aabb FCC aabbc GC
aabbcc G aabbcc
46Grammatiche formali
osservazione : non è detto che una sequenza di derivazioni 
porti ad una stringa del linguaggio
esempio : 
la grammatica G=<{ a, b, c}, {S, A}, P, S> con
S → aSc| A
A → bAc| 
genera {anbmcn+m|n,m0}
esempio : 
la grammatica G=<{a, b, c}, {S, A}, P, S> con
S → Ab
A → Sa
genera 45
46",linguaggio grammatiche grammatiche formali esempio generazione anbncnn grammatica csbcfgps composto ff gg generare aabbcc sa aa aa aab aabb aabbc aabbcc aabbcc grammatiche formali osservazione detto sequenza derivazioni porti stringa linguaggio esempio grammatica genera anbmcnmnm esempio grammatica genera
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\020-linguaggi-e-grammatiche-24.pdf,23,"9/28/2021
2402-linguaggio -e-grammatiche -24
47Grammatiche di Chomsky
•di tipo 0, non limitate
•di tipo 1, context sensitive, contestuali
•di tipo 2, context free (CF), non contestuali
•di tipo 3, lineari destre (RL), regolari
48Grammatiche di Chomsky
di tipo 0, non limitate
•sono le meno restrittive
•produzioni del tipo
→, V*◦VN◦V*, V*
ammettono anche derivazioni che accorciano stringhe
linguaggi di tipo 0
esempio :
il linguaggio { anbn|n1} è di tipo 0 in quanto generato da
S → aAB B → b
aA → aaAbaAb→ ab
aAA → aA 47
48",linguaggio grammatiche grammatiche chomsky di tipo limitate di tipo context sensitive contestuali di tipo context free contestuali di tipo lineari destre regolari grammatiche chomsky tipo limitate sono meno restrittive produzioni tipo vv nv v ammettono derivazioni accorciano stringhe linguaggi tipo esempio linguaggio anbnn tipo generato aba ab
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\020-linguaggi-e-grammatiche-24.pdf,24,"9/28/2021
2502-linguaggio -e-grammatiche -24
49Grammatiche di Chomsky
di tipo 1, context sensitive, contestuali
•produzioni che non riducano la lunghezza delle forme di frase
→, ||≤||, V*◦VN◦V*, V*
linguaggi di tipo 1
esempio :
il linguaggio { anbncn|n1} è di tipo 0 in quanto generato da
S → aSBC CB → BC 
SB → bF FB → bF
FC → cG GC → cG
cG → c
ma è anche di tipo 1, infatti è generato anche da
S → aSBc| aBc
cB → Bc
bB → bb
aB → ab
50Generazione di stringhe di anbncn
(1)S → aSBc | aBc    (2)cB → Bc 
(3)bB → bb (4)aB → ab
SaSBc
aaSBcBc
aaaSBcBcBc
aaaaBcBcB cBc
aaaaBcB cBBcc 
aaaaBcBB cBcc 
aaaaB cBBBccc 
aaaaBB cBBccc 
aaaaBBB cBccc aaaaBBBBcccc
aaaabBBBcccc
aaaab bBBcccc
aaaabb bBcccc
aaaabbbbcccc49
50",linguaggio grammatiche grammatiche chomsky tipo context sensitive contestuali produzioni riducano lunghezza forme frase vv nv v linguaggi tipo esempio linguaggio anbncnn tipo generato tipo infatti generato sbc generazione stringhe anbncn sbc sa sbc aa sbc aaa sbc aaaa aaaa bbcc aaaa bcc aaaa bccc aaaa bbccc aaaa bccc aaaa bbcccc aaaab bcccc aaaab bbcccc aaaabb bcccc aaaabbbbcccc
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\020-linguaggi-e-grammatiche-24.pdf,25,"9/28/2021
2602-linguaggio -e-grammatiche -24
51Grammatiche di Chomsky
di tipo 2, context free (CF), non contestuali
•produzioni del tipo
A→, AVN, V+
linguaggi di tipo 2
esempio :
il linguaggio { anbn|n1} è di tipo 0 in quanto generato da
S → aAb
aA → aaAb
A → 
ma è anche di tipo 2, infatti è generato anche da
S → aSb| ab
52Esempi di linguaggi di tipo 2
linguaggio delle espressioni aritmetiche con la variabile i (come per 
esempio “i*i+(i*i+(i))*i*i ”, oppure “((i+i)*i) ”). 
L’assioma è E. 
E → E+T | T
T → T*F | F
F → i| (E)
grammatica delle parentesi ben bilanciate (esempio “ (((())))() ”)
S → ()| SS | (S)
da quale sequenza di produzioni è generata “ ()((()())) ” ?
grammatica delle stringhe palindrome (esempio “elle”, “ereggere”)51
52",linguaggio grammatiche grammatiche chomsky tipo context free contestuali produzioni tipo a av v linguaggi tipo esempio linguaggio anbnn tipo generato tipo infatti generato esempi linguaggi tipo linguaggio espressioni aritmetiche variabile come esempio iiiiiii oppure iii lassioma grammatica parentesi ben bilanciate esempio sequenza produzioni generata grammatica stringhe palindrome esempio elle ereggere
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\020-linguaggi-e-grammatiche-24.pdf,26,"9/28/2021
2702-linguaggio -e-grammatiche -24
53Grammatiche di Chomsky
di tipo 3, lineari destre (RL), regolari
•produzioni del tipo
A→, AVN, (VT◦VN)VT
•linguaggi di tipo 3
esempio :
il linguaggio {anb|n0} è di tipo 3 in quanto generato da
S → aS
S → b
si possono anche definire grammatiche lineari sinistre (LL) con 
A→, AVN, (VN◦VT)VT
esempio : il linguaggio { anb|n0} è anche generato da
S → Tb| b
T → a| Ta
teorema : i linguaggi generati da grammatiche LL e RL coincidono
54Grammatiche di Chomsky
un linguaggio è strettamente di tipo n se esiste una 
grammatica di tipo n che lo genera e non esiste una 
grammatica di tipo m>n che lo genera
esempio : il linguaggio { anbn|n1} è generato da 
una grammatica di tipo 2 e non è generato da 
nessuna grammatica di tipo 353
54",linguaggio grammatiche grammatiche chomsky tipo lineari destre regolari produzioni tipo a av v tv nv linguaggi tipo esempio linguaggio anbn tipo generato possono definire grammatiche lineari sinistre a av v nv tv esempio linguaggio anbn generato teorema linguaggi generati grammatiche coincidono grammatiche chomsky linguaggio strettamente tipo esiste grammatica tipo genera esiste grammatica tipo genera esempio linguaggio anbnn generato grammatica tipo generato nessuna grammatica tipo
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\020-linguaggi-e-grammatiche-24.pdf,27,"9/28/2021
2802-linguaggio -e-grammatiche -24
55Grammatiche di Chomsky
contenimento tra i linguaggitipo 0
tipo 1
tipo 2
tipo 3
56Grammatiche di Chomsky
quadro riassuntivo della classificazione delle 
grammatiche secondo Chomskytipo produzioni vincoli
tipo 0
non limitate→ V*◦VN◦V*, V*
tipo 1
contestuali→||≤||
V*◦VN◦V*, V*
tipo 2
non contestualiA→ AVN, V+
tipo 3
regolariA→ AVN, (VT◦VN)VT55
56",linguaggio grammatiche grammatiche chomsky contenimento linguaggitipo tipo tipo tipo grammatiche chomsky quadro riassuntivo classificazione grammatiche secondo chomskytipo produzioni vincoli tipo limitate vv nv v tipo contestuali vv nv v tipo contestuali a av v tipo regolari a av v tv nv
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\020-linguaggi-e-grammatiche-24.pdf,28,"9/28/2021
2902-linguaggio -e-grammatiche -24
57-produzioni
•con grammatiche di tipo1, 2, 3 non è possibile
generare la stringa vuota
–per generare occorre una produzione →che
viene detta-produzione
–per Chomsky tutti ilinguaggi checontengono -
produzioni sono linguaggi di tipo0
•qual è l’impatto sui corrispondenti linguaggi
delle-produzioni nelle grammatiche ?
–se ammettiamo -produzioni dobbiamo fare 
attenzione , altrimenti rischiamo di snaturare la 
gerarchia di Chomsky
58-produzioni : variazione della gerarchia
con le seguenti modifiche , ilinguaggi generati dale 
diverse tipologie di grammatiche rimangono inalterati , 
salvo per la possibilità di generare la stringa vuota
tipo-produzioni ammesse
0 tutte (per definizione)
1 solo sull’assioma quando quest’ultimo non 
compare mai a destra di una produzione
2 tutte
3 tutte57
58",linguaggio grammatiche produzioni con grammatiche tipo possibile generare stringa vuota per generare occorre produzione che viene detta produzione per chomsky ilinguaggi checontengono produzioni linguaggi tipo qual limpatto corrispondenti linguaggi delle produzioni grammatiche se ammettiamo produzioni dobbiamo fare attenzione altrimenti rischiamo snaturare gerarchia chomsky produzioni variazione gerarchia seguenti modifiche ilinguaggi generati dale diverse tipologie grammatiche rimangono inalterati salvo possibilit generare stringa vuota tipo produzioni ammesse tutte per definizione solo sullassioma quando questultimo compare mai destra produzione tutte tutte
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\020-linguaggi-e-grammatiche-24.pdf,29,"9/28/2021
3002-linguaggio -e-grammatiche -24
59Esempi di grammatiche
•il linguaggio {w ◦w| w (a+b)*}
•è generato dalla grammatica contestuale
S → T | 
T → aAT | bBT | A0a| B0bAa→ aA
Ab→ bA
Ba→ aB
Bb→ bBAA0→ A0a
BA0→ A0b
AB0→ B0a
BB0→ B0b(1) (2) (3)
A0→ a
B0→ b(4)
•le (1) generano insieme caratteri della prima e della seconda 
stringa; A0(B0) è l’ultimo carattere della prima stringa
•le (2) e le (3) separano la prima stringa dalla seconda
•le (4) chiudono la generazione, se sono applicate troppo presto 
il processo diverge
60Esempi di grammatiche
•il linguaggio {(x #)*| x = permutazione di (a,b,c)} (che contiene 
per esempio le stringhe , abc# , acb# , bac#cab# , ecc)
•ma è generato anche dalla grammatica CF:
S → E#S |  E → abc | acb | cba | cab | bac | bca
•ed anche dalla grammatica regolare:
S → aX | bY | cZ | 
X → bX| cX
X→ cR
X→ bRR → #S
Y → aY| cY
Y→ cR
Y→ aRZ → aZ| bZ
Z→ bR
Z→ aRS → S’ |  A → a
B → b
C → cAB → BA
AC → CA
BC → CBS’ → ABC#
S’ → ABC#S’è generato dalla grammatica contestuale:59
60",linguaggio grammatiche esempi grammatiche il linguaggio ab generato grammatica contestuale aa ab ba bb le generano insieme caratteri prima seconda stringa lultimo carattere prima stringa le separano prima stringa seconda le chiudono generazione applicate troppo presto processo diverge esempi grammatiche il linguaggio permutazione abc che contiene esempio stringhe abc acb baccab ecc ma generato grammatica abc acb cba cab bac bca ed grammatica regolare x x y y z z bs bcs generato grammatica contestuale
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\020-linguaggi-e-grammatiche-24.pdf,30,"9/28/2021
3102-linguaggio -e-grammatiche -24
61Forma normale di Backus
•la BNF è una notazione CF con alcuni accorgimenti 
sintattici che ne aumentano la leggibilità
<sequenza istruzioni> ::= <istruzione>; 
{<istruzione>;}
<istruzione if> ::= if ( <condizione> ) 
<istruzione> [else <istruzione>]esempio
può essere riscritto:
Q → I;| I;Q
può essere riscritto:
F → if( C )I else I | if( C )I
62Riconoscimento dei linguaggi
•esistono linguaggi a cui non corrisponde alcun algoritmo 
di decisione
•i linguaggi di tipo 3 sono riconosciuti da dispositivi con 
memoria costante in tempo lineare (automi a stati finiti)
•i linguaggi strettamente di tipo 2 sono riconosciuti da 
dispositivi non deterministici con pila in tempo lineare 
(automi a pila non deterministici)problema : 
stabilire se una stringa appartiene ad un dato linguaggio61
62",linguaggio grammatiche forma normale backus la notazione alcuni accorgimenti sintattici aumentano leggibilit sequenza istruzioni istruzione istruzione istruzione condizione istruzione else istruzioneesempio pu essere riscritto pu essere riscritto else riconoscimento linguaggi esistono linguaggi corrisponde alcun algoritmo decisione linguaggi tipo riconosciuti dispositivi memoria costante tempo lineare automi stati finiti linguaggi strettamente tipo riconosciuti dispositivi deterministici pila tempo lineare automi pila deterministiciproblema stabilire stringa appartiene dato linguaggio
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\020-linguaggi-e-grammatiche-24.pdf,31,"9/28/2021
3202-linguaggio -e-grammatiche -24
63Riconoscimento dei linguaggi
•i linguaggi strettamente di tipo 1 sono riconosciuti da 
dispositivi non deterministici con memoria che cresce 
linearmente con la lunghezza della stringa da esaminare 
(automi non deterministici “linear bounded”)
•i linguaggi strettamente di tipo 0 sono riconosciuti da 
macchine di Turing con memoria e tempo illimitati
–è possibile che non esista un algoritmo di decisione ma un 
processo semidecisionale, in cui, se la stringa non fa parte del 
linguaggio non è detto che la computazione termini
63",linguaggio grammatiche riconoscimento linguaggi linguaggi strettamente tipo riconosciuti dispositivi deterministici memoria cresce linearmente lunghezza stringa esaminare automi deterministici linear bounded linguaggi strettamente tipo riconosciuti macchine turing memoria tempo illimitati possibile esista algoritmo decisione processo semidecisionale cui stringa parte linguaggio detto computazione termini
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\022-espressioni-regolari-07.pdf,0,"1Esercizi di Informatica Teorica
Espressioni regolari
queste esercitazioni sono il frutto del lavoro di molte persone, tra le quali 
Luca Cabibbo, Walter Didi mo e Giuseppe Di Battista",esercizi informatica teorica espressioni regolari esercitazioni frutto lavoro molte persone quali luca cabibbo walter didi giuseppe battista
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\022-espressioni-regolari-07.pdf,1,"2
Notazione sulla difficoltà degli esercizi
facile
non difficile
difficile
molto difficile
",notazione difficolt esercizi facile difficile difficile molto difficile
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\022-espressioni-regolari-07.pdf,2,"3Espressioni regolari
esercizio 1
dire se le seguenti affermazioni sono vere o false:
1.a L(∅*) = ∅
1.b baa ∈L(a*b*a*b*)
1.c abcd ∈L( (a (cd)*b)*)
1.d L(a*b*)∩L(b*a*)=  L ( a*+b*)
1.e L((ab)*)∩L((cd)*)=  ∅
1.f L((abb + a)*a) = L(a(bba + a)*)
1.g L((a+b)*) = L((a*b*)*)
",espressioni regolari esercizio dire seguenti affermazioni vere false baa labab abcd cdb lablba lablcd labb labba lab lab
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\022-espressioni-regolari-07.pdf,3,"4Espressioni regolari
esercizio 1
dire se le seguenti affermazioni sono vere o false:
1.a L(∅*) = ∅
1.b baa ∈L(a*b*a*b*)
1.c abcd ∈L( (a (cd)*b)*)
1.d L(a*b*)∩L(b*a*)=  L ( a*+b*)
1.e L((ab)*)∩L((cd)*)=  ∅
1.f L((abb + a)*a) = L(a(bba + a)*)
1.g L((a+b)*) = L((a*b*)*)
",espressioni regolari esercizio dire seguenti affermazioni vere false baa labab abcd cdb lablba lablcd labb labba lab lab
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\022-espressioni-regolari-07.pdf,4,"5Espressioni regolari
esercizio 1
dire se le seguenti affermazioni sono vere o false:
1.a L(∅*) = ∅
1.b baa ∈L(a*b*a*b*)
1.c abcd ∈L( (a (cd)*b)*)
1.d L(a*b*)∩L(b*a*)=  L ( a*+b*)
1.e L((ab)*)∩L((cd)*)=  ∅
1.f L((abb + a)*a) = L(a(bba + a)*)
1.g L((a+b)*) = L((a*b*)*)
",espressioni regolari esercizio dire seguenti affermazioni vere false baa labab abcd cdb lablba lablcd labb labba lab lab
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\022-espressioni-regolari-07.pdf,5,"6Espressioni regolari
esercizio 1
dire se le seguenti affermazioni sono vere o false:
1.a L(∅*) = ∅
1.b baa ∈L(a*b*a*b*)
1.c abcd ∈L( (a (cd)*b)*)
1.d L(a*b*)∩L(b*a*)=  L ( a*+b*)
1.e L((ab)*)∩L((cd)*)=  ∅
1.f L((abb + a)*a) = L(a(bba + a)*)
1.g L((a+b)*) = L((a*b*)*)
",espressioni regolari esercizio dire seguenti affermazioni vere false baa labab abcd cdb lablba lablcd labb labba lab lab
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\022-espressioni-regolari-07.pdf,6,"7Espressioni regolari
esercizio 1
dire se le seguenti affermazioni sono vere o false:
1.a L(∅*) = ∅
1.b baa ∈L(a*b*a*b*)
1.c abcd ∈L( (a (cd)*b)*)
1.d L(a*b*)∩L(b*a*)=  L ( a*+b*)
1.e L((ab)*)∩L((cd)*)=  ∅
1.f L((abb + a)*a) = L(a(bba + a)*)
1.g L((a+b)*) = L((a*b*)*)
",espressioni regolari esercizio dire seguenti affermazioni vere false baa labab abcd cdb lablba lablcd labb labba lab lab
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\022-espressioni-regolari-07.pdf,7,"8Espressioni regolari
esercizio 1
dire se le seguenti affermazioni sono vere o false:
1.a L(∅*) = ∅
1.b baa ∈L(a*b*a*b*)
1.c abcd ∈L( (a (cd)*b)*)
1.d L(a*b*)∩L(b*a*)=  L ( a*+b*)
1.e L((ab)*)∩L((cd)*)=  ∅
1.f L((abb + a)*a) = L(a(bba + a)*)
1.g L((a+b)*) = L((a*b*)*)
",espressioni regolari esercizio dire seguenti affermazioni vere false baa labab abcd cdb lablba lablcd labb labba lab lab
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\022-espressioni-regolari-07.pdf,8,"9Espressioni regolari
esercizio 1
dire se le seguenti affermazioni sono vere o false:
1.a L(∅*) = ∅
1.b baa ∈L(a*b*a*b*)
1.c abcd ∈L( (a (cd)*b)*)
1.d L(a*b*)∩L(b*a*)=  L ( a*+b*)
1.e L((ab)*)∩L((cd)*)=  ∅
1.f L((abb + a)*a) = L(a(bba + a)*)
1.g L((a+b)*) = L((a*b*)*)
",espressioni regolari esercizio dire seguenti affermazioni vere false baa labab abcd cdb lablba lablcd labb labba lab lab
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\022-espressioni-regolari-07.pdf,9,"10Espressioni regolari
esercizio 1
dire se le seguenti affermazioni sono vere o false:
1.a L(∅*) = ∅
1.b baa ∈L(a*b*a*b*)
1.c abcd ∈L( (a (cd)*b)*)
1.d L(a*b*)∩L(b*a*)=  L ( a*+b*)
1.e L((ab)*)∩L((cd)*)=  ∅
1.f L((abb + a)*a) = L(a(bba + a)*)
1.g L((a+b)*) = L((a*b*)*)
",espressioni regolari esercizio dire seguenti affermazioni vere false baa labab abcd cdb lablba lablcd labb labba lab lab
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\022-espressioni-regolari-07.pdf,10,"11Espressioni regolari
esercizio 2
quali linguaggi sono descritti dalle seguenti espressioni regolari? 
2.a 1(0+1)*
2.b (0+1)*1(0+1)*
",espressioni regolari esercizio quali linguaggi descritti seguenti espressioni regolari
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\022-espressioni-regolari-07.pdf,11,"12Espressioni regolari
esercizio 3
scrivere le espressioni regolari corrispondenti ai seguenti linguaggi 
su Σ=  { 0, 1}
3.a tutte le sequenze alternate (cioè che non contengono né 00
né11) di 0e 1che iniziano e finiscono per 1o che iniziano 
e finiscono per 0
3.b tutte le sequenze con un numero pari di 0",espressioni regolari esercizio scrivere espressioni regolari corrispondenti seguenti linguaggi tutte sequenze alternate cio contengono che iniziano finiscono iniziano finiscono tutte sequenze numero pari
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\022-espressioni-regolari-07.pdf,12,"13Espressioni regolari
esercizio 4
scrivere l’espressione regolare che descrive il complemento dei 
seguenti linguaggi su Σ=  { 0, 1}
4.a 1(0+1)*
4.b 0*+1*
",espressioni regolari esercizio scrivere lespressione regolare descrive complemento seguenti linguaggi
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\022-espressioni-regolari-07.pdf,13,"14Espressioni regolari
esercizio 5
semplificare le seguenti espressioni regolari su Σ={a, b, c}
5.a (a*b+b*cb)*
5.b ((a*b*)*(b*a*)*)*
",espressioni regolari esercizio semplificare seguenti espressioni regolari abbcb abba
dataExtraction\data_test\rootfolder\universita\sistemi_inteliggenti\022-espressioni-regolari-07.pdf,14,"15Espressioni regolari
esercizio 6
determinare le espressioni re golari per i seguenti linguaggi
6.a i numeri naturali in notazione binaria 
6.b i numeri binari su 4 bit 
6.c i numeri naturali in base 10
6.d i numeri naturali pari 
6.e i numeri pari in base 3
",espressioni regolari esercizio determinare espressioni golari seguenti linguaggi numeri naturali notazione binaria numeri binari bit numeri naturali base numeri naturali pari numeri pari base
