path,page,text
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#2,2,"9/28/2021
302-linguaggio -e-grammatiche -24
5Insiemi
•consideriamo insiemi finiti e insiemi infiniti
•|A| = cardinalità dell’insieme (finito ) A
•alcuni insiemi infiniti di numeri:
N naturali (contiene zero)
N+ naturali positivi
Z interi relativi
Z+interi positivi
Z- interi negativiQ razionali relativi
Q+ razionali positivi
Q-razionali negativi
R reali
R+ reali positivi
R-reali negativi
6Sottoinsiemi e insiemi uguali
•datidue insiemi A e B, se
x B x A
allora B è sottoinsieme di A, e siscrive B A
•ogni insieme è sottoinsieme di se stesso
•l’insieme vuotoè sottoinsieme di ogni insieme
•se A e B sono finiti , allora B A |B| |A|
•A e B insiemi uguali
A=B (x A x B)
sipuòscrivere anche
A=B (A B B A)
•A è sottoinsieme proprio di B (A B) se 
(A B) (A B)5
6"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#20,20,"9/28/2021
2102-linguaggio -e-grammatiche -24
41Grammatiche formali
•grammatiche di Chomsky
•-produzioni
•riconoscimento di linguaggi
42Grammatiche di Chomsky
unagrammatica è una quadrupla 
G=<VT, VN, P, S>
•VT è l’alfabeto (finito) di simboli terminali
•VNè un insieme (finito) di simboli non terminali , o 
categorie sintattiche , tale che VN= 
•P, detto insieme delle produzioni , è una relazione 
binaria finita su
(VTVN)*◦VN◦(VTVN)*(VTVN)*
•SVNè l’assioma<,>P si indica generalmente con →forma sintetica41
42"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#21,21,"9/28/2021
2202-linguaggio -e-grammatiche -24
43Esempio
una grammatica definisce implicitamente tutte le stringhe 
di terminali generabili a partire dall’assioma tramite una 
sequenza di riscritture
esempio:
G=<{a, b, c}, {S, B, C}, P, S>, con P composto da:
S → aSS → B B → bB
B → bCC → cCC → c
genera L(G) = { anbmch| n0, m, h1}
→ 1→ 2 …→ n
viene anche indicato con
→ 1| 2|…|nforma sintetica
44Linguaggio generato
•derivazione diretta : relazione su
(V*◦VN◦V*) V*
<,> appartiene alla relazione (si scrive  ) se
 V*◦VN◦V*ed ,,V*t.c. ==e →P
e sono dette forme di frase
•derivazione : chiusura riflessiva e transitiva della 
derivazione diretta, si rappresenta con *
•il linguaggio generato da G è L(G) = {x|x VT*S*x}
•due grammatiche G1e G2sono equivalenti se 
L(G1)=L(G2)
talvolta al posto di *forma sinteticaVTVNviene talvolta indicato con Vforma sintetica43
44"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#22,22,"9/28/2021
2302-linguaggio -e-grammatiche -24
45Grammatiche formali
esempio : generazione di { anbncn|n1}
grammatica G=<{ a, b, c},{S,B,C,F,G},P,S>
con P composto da
S → aSBC CB → BC
SB → bFFB → bF
FC → cGGC → cG
G → 
per generare aabbcc
SaSBC aaSBCBC aaSBBCC
aabFBCC aabb FCC aabbc GC
aabbcc G aabbcc
46Grammatiche formali
osservazione : non è detto che una sequenza di derivazioni 
porti ad una stringa del linguaggio
esempio : 
la grammatica G=<{ a, b, c}, {S, A}, P, S> con
S → aSc| A
A → bAc| 
genera {anbmcn+m|n,m0}
esempio : 
la grammatica G=<{a, b, c}, {S, A}, P, S> con
S → Ab
A → Sa
genera 45
46"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#23,23,"9/28/2021
2402-linguaggio -e-grammatiche -24
47Grammatiche di Chomsky
•di tipo 0, non limitate
•di tipo 1, context sensitive, contestuali
•di tipo 2, context free (CF), non contestuali
•di tipo 3, lineari destre (RL), regolari
48Grammatiche di Chomsky
di tipo 0, non limitate
•sono le meno restrittive
•produzioni del tipo
→, V*◦VN◦V*, V*
ammettono anche derivazioni che accorciano stringhe
linguaggi di tipo 0
esempio :
il linguaggio { anbn|n1} è di tipo 0 in quanto generato da
S → aAB B → b
aA → aaAbaAb→ ab
aAA → aA 47
48"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#24,24,"9/28/2021
2502-linguaggio -e-grammatiche -24
49Grammatiche di Chomsky
di tipo 1, context sensitive, contestuali
•produzioni che non riducano la lunghezza delle forme di frase
→, ||≤||, V*◦VN◦V*, V*
linguaggi di tipo 1
esempio :
il linguaggio { anbncn|n1} è di tipo 0 in quanto generato da
S → aSBC CB → BC 
SB → bF FB → bF
FC → cG GC → cG
cG → c
ma è anche di tipo 1, infatti è generato anche da
S → aSBc| aBc
cB → Bc
bB → bb
aB → ab
50Generazione di stringhe di anbncn
(1)S → aSBc | aBc    (2)cB → Bc 
(3)bB → bb (4)aB → ab
SaSBc
aaSBcBc
aaaSBcBcBc
aaaaBcBcB cBc
aaaaBcB cBBcc 
aaaaBcBB cBcc 
aaaaB cBBBccc 
aaaaBB cBBccc 
aaaaBBB cBccc aaaaBBBBcccc
aaaabBBBcccc
aaaab bBBcccc
aaaabb bBcccc
aaaabbbbcccc49
50"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#25,25,"9/28/2021
2602-linguaggio -e-grammatiche -24
51Grammatiche di Chomsky
di tipo 2, context free (CF), non contestuali
•produzioni del tipo
A→, AVN, V+
linguaggi di tipo 2
esempio :
il linguaggio { anbn|n1} è di tipo 0 in quanto generato da
S → aAb
aA → aaAb
A → 
ma è anche di tipo 2, infatti è generato anche da
S → aSb| ab
52Esempi di linguaggi di tipo 2
linguaggio delle espressioni aritmetiche con la variabile i (come per 
esempio “i*i+(i*i+(i))*i*i ”, oppure “((i+i)*i) ”). 
L’assioma è E. 
E → E+T | T
T → T*F | F
F → i| (E)
grammatica delle parentesi ben bilanciate (esempio “ (((())))() ”)
S → ()| SS | (S)
da quale sequenza di produzioni è generata “ ()((()())) ” ?
grammatica delle stringhe palindrome (esempio “elle”, “ereggere”)51
52"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#26,26,"9/28/2021
2702-linguaggio -e-grammatiche -24
53Grammatiche di Chomsky
di tipo 3, lineari destre (RL), regolari
•produzioni del tipo
A→, AVN, (VT◦VN)VT
•linguaggi di tipo 3
esempio :
il linguaggio {anb|n0} è di tipo 3 in quanto generato da
S → aS
S → b
si possono anche definire grammatiche lineari sinistre (LL) con 
A→, AVN, (VN◦VT)VT
esempio : il linguaggio { anb|n0} è anche generato da
S → Tb| b
T → a| Ta
teorema : i linguaggi generati da grammatiche LL e RL coincidono
54Grammatiche di Chomsky
un linguaggio è strettamente di tipo n se esiste una 
grammatica di tipo n che lo genera e non esiste una 
grammatica di tipo m>n che lo genera
esempio : il linguaggio { anbn|n1} è generato da 
una grammatica di tipo 2 e non è generato da 
nessuna grammatica di tipo 353
54"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#27,27,"9/28/2021
2802-linguaggio -e-grammatiche -24
55Grammatiche di Chomsky
contenimento tra i linguaggitipo 0
tipo 1
tipo 2
tipo 3
56Grammatiche di Chomsky
quadro riassuntivo della classificazione delle 
grammatiche secondo Chomskytipo produzioni vincoli
tipo 0
non limitate→ V*◦VN◦V*, V*
tipo 1
contestuali→||≤||
V*◦VN◦V*, V*
tipo 2
non contestualiA→ AVN, V+
tipo 3
regolariA→ AVN, (VT◦VN)VT55
56"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#28,28,"9/28/2021
2902-linguaggio -e-grammatiche -24
57-produzioni
•con grammatiche di tipo1, 2, 3 non è possibile
generare la stringa vuota
–per generare occorre una produzione →che
viene detta-produzione
–per Chomsky tutti ilinguaggi checontengono -
produzioni sono linguaggi di tipo0
•qual è l’impatto sui corrispondenti linguaggi
delle-produzioni nelle grammatiche ?
–se ammettiamo -produzioni dobbiamo fare 
attenzione , altrimenti rischiamo di snaturare la 
gerarchia di Chomsky
58-produzioni : variazione della gerarchia
con le seguenti modifiche , ilinguaggi generati dale 
diverse tipologie di grammatiche rimangono inalterati , 
salvo per la possibilità di generare la stringa vuota
tipo-produzioni ammesse
0 tutte (per definizione)
1 solo sull’assioma quando quest’ultimo non 
compare mai a destra di una produzione
2 tutte
3 tutte57
58"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#29,29,"9/28/2021
3002-linguaggio -e-grammatiche -24
59Esempi di grammatiche
•il linguaggio {w ◦w| w (a+b)*}
•è generato dalla grammatica contestuale
S → T | 
T → aAT | bBT | A0a| B0bAa→ aA
Ab→ bA
Ba→ aB
Bb→ bBAA0→ A0a
BA0→ A0b
AB0→ B0a
BB0→ B0b(1) (2) (3)
A0→ a
B0→ b(4)
•le (1) generano insieme caratteri della prima e della seconda 
stringa; A0(B0) è l’ultimo carattere della prima stringa
•le (2) e le (3) separano la prima stringa dalla seconda
•le (4) chiudono la generazione, se sono applicate troppo presto 
il processo diverge
60Esempi di grammatiche
•il linguaggio {(x #)*| x = permutazione di (a,b,c)} (che contiene 
per esempio le stringhe , abc# , acb# , bac#cab# , ecc)
•ma è generato anche dalla grammatica CF:
S → E#S |  E → abc | acb | cba | cab | bac | bca
•ed anche dalla grammatica regolare:
S → aX | bY | cZ | 
X → bX| cX
X→ cR
X→ bRR → #S
Y → aY| cY
Y→ cR
Y→ aRZ → aZ| bZ
Z→ bR
Z→ aRS → S’ |  A → a
B → b
C → cAB → BA
AC → CA
BC → CBS’ → ABC#
S’ → ABC#S’è generato dalla grammatica contestuale:59
60"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#3,3,"9/28/2021
402-linguaggio -e-grammatiche -24
7Insieme delle parti
A
P(A)l’insieme dei sottoinsiemi di A è detto l’ insieme delle parti di A e si 
indica con P(A) o 2A
se A è finito e |A| = n allora |P(A)| = 2n
8Operazioni tra insiemi
•unione C = A B
–se A e B sono finiti |C| |A|+|B|
–commutativa e associativa
•intersezione C=A B
–se A e B sono finiti |C| min{|A|, |B|}
–commutativa e associativa
–l’intersezione è distributiva rispetto all’unione
•partizione di A
–insieme di n sottoinsiemi di A tali che 
A1A2… An= A
i j AiAj= A B
A B
A7
8"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#30,30,"9/28/2021
3102-linguaggio -e-grammatiche -24
61Forma normale di Backus
•la BNF è una notazione CF con alcuni accorgimenti 
sintattici che ne aumentano la leggibilità
<sequenza istruzioni> ::= <istruzione>; 
{<istruzione>;}
<istruzione if> ::= if ( <condizione> ) 
<istruzione> [else <istruzione>]esempio
può essere riscritto:
Q → I;| I;Q
può essere riscritto:
F → if( C )I else I | if( C )I
62Riconoscimento dei linguaggi
•esistono linguaggi a cui non corrisponde alcun algoritmo 
di decisione
•i linguaggi di tipo 3 sono riconosciuti da dispositivi con 
memoria costante in tempo lineare (automi a stati finiti)
•i linguaggi strettamente di tipo 2 sono riconosciuti da 
dispositivi non deterministici con pila in tempo lineare 
(automi a pila non deterministici)problema : 
stabilire se una stringa appartiene ad un dato linguaggio61
62"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#31,31,"9/28/2021
3202-linguaggio -e-grammatiche -24
63Riconoscimento dei linguaggi
•i linguaggi strettamente di tipo 1 sono riconosciuti da 
dispositivi non deterministici con memoria che cresce 
linearmente con la lunghezza della stringa da esaminare 
(automi non deterministici “linear bounded”)
•i linguaggi strettamente di tipo 0 sono riconosciuti da 
macchine di Turing con memoria e tempo illimitati
–è possibile che non esista un algoritmo di decisione ma un 
processo semidecisionale, in cui, se la stringa non fa parte del 
linguaggio non è detto che la computazione termini
63"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#4,4,"9/28/2021
502-linguaggio -e-grammatiche -24
9Operazioni tra insiemi
•complemento di B rispetto ad A
C = A -B = {x| xA xB}
•differenza simmetrica o somma disgiunta
A+B=AB-(A B)
•prodotto cartesiano C=A B
C= {x,y| xA yB}
–insieme di tutte le possibili coppie ordinate
–il prodotto cartesiano è associativo ma non commutativoA BA B
10Relazioni
•siano A1, A2, …, Ann insiemi 
(non necessariamente distinti)
•una relazione n -aria è un sottoinsieme di 
esempio :
–la relazione “ minore di ” definita sui naturali è l’insieme 
R NN = N2, dove R= {x,y| xy}A1A2…An
R A1A2…An9
10"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#5,5,"9/28/2021
602-linguaggio -e-grammatiche -24
11Relazione d’ordine
•RA2=A A è una relazione d’ordine se valgono le 
seguenti proprietà:
1.riflessività
x,xR
2.antisimmetria
x,yRy,xRx=y
3.transitività
x,yRy,zRx,zR
un insieme su cui è definita una relazione d’ordine si dice 
parzialmente ordinato o poset (“partially ordered set”)
esempio : la relazione “ ” è una relazione d’ordine su N
12Relazione d’ordine totale
•una relazione d’ordine R A2è detta totale se
x,yA2 x,yR y,xR
esempio :
la relazione “ ” è una relazione d’ordine totale su N
1 2 3 4 5 6 7 8 …11
12"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#6,6,"9/28/2021
702-linguaggio -e-grammatiche -24
13Relazione di equivalenza
•RA2= AA è una relazione di equivalenza se valgono 
le seguenti proprietà:
1.riflessività
x,xR
2.simmetria
x,yRy,xR
3.transitività
x,yRy,zRx,zR 
esempio : la relazione “= ”è una relazione di equivalenza su R
14Relazione di equivalenza
•un insieme A su cui è definita una relazione di 
equivalenza si può partizionare in sottoinsiemi 
massimali di equivalenza , detti classi di 
equivalenza
•l’insieme delle classi di equivalenza di A è 
detto insieme quoziente e si denota A/R 
•un elemento di A/R si denota con [a]
•il numero di classi di A/R si chiama indice di R13
14"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#7,7,"9/28/2021
802-linguaggio -e-grammatiche -24
15Esempio di relazione di equivalenza
•consideriamo la relazione Eksu N
n k m
se esistono q, q ′, r (con r<k) tali che
n=qk+r    e    m=q′k+r
•Ekè una relazione di equivalenza
•le sue classi sono le classi resto rispetto alla 
divisione per k
16Operazioni su relazioni
•unione
R1R2={x,y|x,yR1x,yR2}
•complementazione
R={x,y|x,yR}
•chiusura transitiva
R+  ={x,y|
y1, …,ynA, n2, y1=x, yn=y
tali che
yi,yi+1R, i=1, …,n -1} 
•chiusura transitiva e riflessiva
R*=R+{x,x|xA}15
16"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#8,8,"9/28/2021
902-linguaggio -e-grammatiche -24
17Chiusure di relazioni
2
31
54
2
31
542
31
54chiusura transitivachiusura transitiva
e riflessiva
18Funzioni
R X1 … Xn
è una relazione funzionale se
x1, …, xn-1X1 … Xn-1
esiste al più un elemento xn Xntale che
x1, …, xn-1, xnR
si chiama funzione la legge che associa x1, …, xn-1ad xn
f(x1, …, xn-1) = xn
f: X1 … Xn-1→Xn
X1 … Xn-1è il tipodella funzione17
18"
dataExtraction\data_test\rootfolder\universita\algoBigData\primoEsonero\020-linguaggi-e-grammatiche-24.pdf#9,9,"9/28/2021
1002-linguaggio -e-grammatiche -24
19Funzioni: dominio codominio
dom(f) = dominio di f
sottoinsieme di X1 … Xn-1
dom(f) = { x1, …, xn-1X1 … Xn-1|
xn Xnf(x1, …, xn-1) = xn}
cod(f) = codominio di f
sottoinsieme di Xn
cod(f) = { xn Xn|
x1, …, xn-1X1 … Xn-1
f(x1, …, xn-1) = xn}
20Funzioni: fibra
dato un xn
f-1(xn) = controimmagine o fibra di xn
sottoinsieme di X1 … Xn-1
f-1(xn) = {x1, …, xn-1X1 … Xn-1|
x1, …, xn-1dom(f)

f(x1, …, xn-1) = xn}19
20"
dataExtraction\data_test\rootfolder\universita\automata\020-linguaggi-e-grammatiche-24.pdf#0,0,"9/28/2021
102-linguaggio -e-grammatiche -24
1Linguaggi e Grammatiche
2Linguaggi e informatica
•ubiquitari nelle applicazioni
–linguaggi di programmazione
•compilatori ed interpreti
–linguaggi di comunicazione
•protocolli per il dialogo traentità omologhe
–linguaggi per intefacce
•specifica di sequenze di operazioni
•paradigmatici nella teoria
–molti importanti problemi teorici sono riconducibili a 
quello dell’appartenenza di una stringa ad un 
linguaggio1
2"
dataExtraction\data_test\rootfolder\universita\automata\020-linguaggi-e-grammatiche-24.pdf#1,1,"9/28/2021
202-linguaggio -e-grammatiche -24
3Tre approcci diversi
•approccio insiemistico
–utile per determinare le 
proprietà elementari dei
linguaggi
•approccio generativo
–grammatiche formali
•approccio riconoscitivo
–automi riconoscitori
4Concetti matematici di base
•Insiemi
•Relazioni
•Funzioni3
4"
dataExtraction\data_test\rootfolder\universita\automata\020-linguaggi-e-grammatiche-24.pdf#10,10,"9/28/2021
1102-linguaggio -e-grammatiche -24
21Funzione
dominiocodominioX1 … Xn-1 Xn
22Funzione totale
dominiocodominioX1 … Xn-1 Xn•una funzione f è totale se dom(f) = X1, …, Xn-121
22"
dataExtraction\data_test\rootfolder\universita\automata\020-linguaggi-e-grammatiche-24.pdf#11,11,"9/28/2021
1202-linguaggio -e-grammatiche -24
23Funzione suriettiva
dominiocodominioX1 … Xn-1 Xn•una funzione f è suriettiva se cod(f) = Xn
24Funzione iniettiva
dominiocodominioX1 … Xn-1 Xn•una funzione f è iniettiva se |f-1(xn)|=123
24"
