path,page,text,parsed_text,topics,topics2perc
dataExtraction\data_test\rootfolder\universita\automata\020-linguaggi-e-grammatiche-24.pdf,18,"9/28/2021
1902-linguaggio -e-grammatiche -24
37Esercizio
data una mappa stradale, scrivere un’espressione regolare che 
definisca tutti i percorsi possibili tra A e B
a(deb)*dgA Ba d e
gb
38Esercizio
data una mappa stradale, scrivere un’espressione regolare che 
definisca tutti i percorsi possibili tra A e B
f(edb)*ecA Bd c e
fb
37
38", linguaggio grammatiche esercizio data mappa stradale scrivere un’espressione regolare definisca percorsi possibili b adebdga ba d gb esercizio data mappa stradale scrivere un’espressione regolare definisca percorsi possibili b fedbeca bd fb ,[2],"[(2, 0.9666619)]"
dataExtraction\data_test\rootfolder\universita\automata\020-linguaggi-e-grammatiche-24.pdf,19,"9/28/2021
2002-linguaggio -e-grammatiche -24
39Esercizio
data una mappa stradale, scrivere un’espressione regolare che 
definisca tutti i percorsi possibili tra A e B
f(ebd)*g+ f(ebd)*ec+ a(deb)*dec+ a(deb)*dg=
= f(ebd)*(g+ec) + a(deb)*d(g+ec) =
= (f(ebd)*+a(deb)*d) (g+ec) =
= (f+ad)(ebd)*(g+ec)A Ba d c e
f gb
40Le grammatiche formali
1940 Post e Markof, riscrittura e derivazione di 
stringhe
1950 Chomsky, classificazione delle grammatiche 
nell’ambito degli studi sul linguaggio 
naturale
1960 Backus Naur Form per descrivere Algol•approccio generativo alla descrizione dei 
linguaggi
•metodo di costruzione delle stringhe basato sulla 
riscrittura39
40", linguaggio grammatiche esercizio data mappa stradale scrivere un’espressione regolare definisca percorsi possibili b febdg febdec adebdec adebdg febdgec adebdgec febdadebd gec fadebdgeca ba d f gb le grammatiche formali post markof riscrittura derivazione stringhe chomsky classificazione grammatiche nell’ambito studi linguaggio naturale backus naur form descrivere algol•approccio generativo descrizione linguaggi •metodo costruzione stringhe basato riscrittura ,"[0, 2, 5]","[(0, 0.3692025), (2, 0.23184976), (5, 0.38435686)]"
dataExtraction\data_test\rootfolder\universita\automata\020-linguaggi-e-grammatiche-24.pdf,20,"9/28/2021
2102-linguaggio -e-grammatiche -24
41Grammatiche formali
•grammatiche di Chomsky
•-produzioni
•riconoscimento di linguaggi
42Grammatiche di Chomsky
unagrammatica è una quadrupla 
G=<VT, VN, P, S>
•VT è l’alfabeto (finito) di simboli terminali
•VNè un insieme (finito) di simboli non terminali , o 
categorie sintattiche , tale che VN= 
•P, detto insieme delle produzioni , è una relazione 
binaria finita su
(VTVN)*◦VN◦(VTVN)*(VTVN)*
•SVNè l’assioma<,>P si indica generalmente con →forma sintetica41
42", linguaggio grammatiche grammatiche formali •grammatiche chomsky • produzioni •riconoscimento linguaggi grammatiche chomsky unagrammatica quadrupla gvt vn p s •vt è l’alfabeto finito simboli terminali •vnè insieme finito simboli terminali categorie sintattiche tale vn  •p detto insieme produzioni relazione binaria finita vtvn◦vn◦vtvnvtvn •svnè l’assiomap indica generalmente →forma sintetica ,[3],"[(3, 0.9727195)]"
dataExtraction\data_test\rootfolder\universita\automata\020-linguaggi-e-grammatiche-24.pdf,21,"9/28/2021
2202-linguaggio -e-grammatiche -24
43Esempio
una grammatica definisce implicitamente tutte le stringhe 
di terminali generabili a partire dall’assioma tramite una 
sequenza di riscritture
esempio:
G=<{a, b, c}, {S, B, C}, P, S>, con P composto da:
S → aSS → B B → bB
B → bCC → cCC → c
genera L(G) = { anbmch| n0, m, h1}
→ 1→ 2 …→ n
viene anche indicato con
→ 1| 2|…|nforma sintetica
44Linguaggio generato
•derivazione diretta : relazione su
(V*◦VN◦V*) V*
<,> appartiene alla relazione (si scrive  ) se
 V*◦VN◦V*ed ,,V*t.c. ==e →P
e sono dette forme di frase
•derivazione : chiusura riflessiva e transitiva della 
derivazione diretta, si rappresenta con *
•il linguaggio generato da G è L(G) = {x|x VT*S*x}
•due grammatiche G1e G2sono equivalenti se 
L(G1)=L(G2)
talvolta al posto di *forma sinteticaVTVNviene talvolta indicato con Vforma sintetica43
44", linguaggio grammatiche esempio grammatica definisce implicitamente tutte stringhe terminali generabili partire dall’assioma tramite sequenza riscritture esempio ga b c s b c p s p composto da s → ass → b b → bb b → bcc → ccc → genera lg anbmch n m h → →  …→ n viene indicato →  …nforma sintetica linguaggio generato •derivazione diretta relazione v◦vn◦v v  appartiene relazione si scrive   v◦vn◦ved vtc e →p e sono dette forme frase •derivazione chiusura riflessiva transitiva derivazione diretta rappresenta  •il linguaggio generato g lg xx vtsx •due grammatiche ge gsono equivalenti lglg talvolta al posto forma sinteticavtvnviene talvolta indicato vforma sintetica ,[0],"[(0, 0.9844782)]"
dataExtraction\data_test\rootfolder\universita\automata\020-linguaggi-e-grammatiche-24.pdf,22,"9/28/2021
2302-linguaggio -e-grammatiche -24
45Grammatiche formali
esempio : generazione di { anbncn|n1}
grammatica G=<{ a, b, c},{S,B,C,F,G},P,S>
con P composto da
S → aSBC CB → BC
SB → bFFB → bF
FC → cGGC → cG
G → 
per generare aabbcc
SaSBC aaSBCBC aaSBBCC
aabFBCC aabb FCC aabbc GC
aabbcc G aabbcc
46Grammatiche formali
osservazione : non è detto che una sequenza di derivazioni 
porti ad una stringa del linguaggio
esempio : 
la grammatica G=<{ a, b, c}, {S, A}, P, S> con
S → aSc| A
A → bAc| 
genera {anbmcn+m|n,m0}
esempio : 
la grammatica G=<{a, b, c}, {S, A}, P, S> con
S → Ab
A → Sa
genera 45
46", linguaggio grammatiche grammatiche formali esempio generazione anbncnn grammatica g a b csbcfgps p composto s → asbc cb → bc sb → bffb → bf fc → cggc → cg g →  generare aabbcc sasbc aasbcbc aasbbcc aabfbcc aabb fcc aabbc gc aabbcc g aabbcc grammatiche formali osservazione detto sequenza derivazioni porti stringa linguaggio esempio grammatica g a b c s a p s s → asc → bac  genera anbmcnmnm esempio grammatica ga b c s a p s s → ab → sa genera  ,"[0, 6]","[(0, 0.050018124), (6, 0.928921)]"
dataExtraction\data_test\rootfolder\universita\automata\020-linguaggi-e-grammatiche-24.pdf,23,"9/28/2021
2402-linguaggio -e-grammatiche -24
47Grammatiche di Chomsky
•di tipo 0, non limitate
•di tipo 1, context sensitive, contestuali
•di tipo 2, context free (CF), non contestuali
•di tipo 3, lineari destre (RL), regolari
48Grammatiche di Chomsky
di tipo 0, non limitate
•sono le meno restrittive
•produzioni del tipo
→, V*◦VN◦V*, V*
ammettono anche derivazioni che accorciano stringhe
linguaggi di tipo 0
esempio :
il linguaggio { anbn|n1} è di tipo 0 in quanto generato da
S → aAB B → b
aA → aaAbaAb→ ab
aAA → aA 47
48", linguaggio grammatiche grammatiche chomsky •di tipo limitate •di tipo context sensitive contestuali •di tipo context free cf contestuali •di tipo lineari destre rl regolari grammatiche chomsky tipo limitate •sono meno restrittive •produzioni tipo → v◦vn◦v v ammettono derivazioni accorciano stringhe linguaggi tipo esempio linguaggio anbnn tipo generato s → aab b → b aa → aaabaab→ ab aaa → aa ,[8],"[(8, 0.9790663)]"
dataExtraction\data_test\rootfolder\universita\automata\020-linguaggi-e-grammatiche-24.pdf,24,"9/28/2021
2502-linguaggio -e-grammatiche -24
49Grammatiche di Chomsky
di tipo 1, context sensitive, contestuali
•produzioni che non riducano la lunghezza delle forme di frase
→, ||≤||, V*◦VN◦V*, V*
linguaggi di tipo 1
esempio :
il linguaggio { anbncn|n1} è di tipo 0 in quanto generato da
S → aSBC CB → BC 
SB → bF FB → bF
FC → cG GC → cG
cG → c
ma è anche di tipo 1, infatti è generato anche da
S → aSBc| aBc
cB → Bc
bB → bb
aB → ab
50Generazione di stringhe di anbncn
(1)S → aSBc | aBc    (2)cB → Bc 
(3)bB → bb (4)aB → ab
SaSBc
aaSBcBc
aaaSBcBcBc
aaaaBcBcB cBc
aaaaBcB cBBcc 
aaaaBcBB cBcc 
aaaaB cBBBccc 
aaaaBB cBBccc 
aaaaBBB cBccc aaaaBBBBcccc
aaaabBBBcccc
aaaab bBBcccc
aaaabb bBcccc
aaaabbbbcccc49
50", linguaggio grammatiche grammatiche chomsky tipo context sensitive contestuali •produzioni riducano lunghezza forme frase → ≤ v◦vn◦v v linguaggi tipo esempio linguaggio anbncnn tipo generato s → asbc cb → bc sb → bf fb → bf fc → cg gc → cg cg → tipo infatti generato s → asbc abc cb → bc bb → bb ab → ab generazione stringhe anbncn s → asbc abc cb → bc bb → bb ab → ab sasbc aasbcbc aaasbcbcbc aaaabcbcb cbc aaaabcb cbbcc aaaabcbb cbcc aaaab cbbbccc aaaabb cbbccc aaaabbb cbccc aaaabbbbcccc aaaabbbbcccc aaaab bbbcccc aaaabb bbcccc aaaabbbbcccc ,[8],"[(8, 0.985242)]"
dataExtraction\data_test\rootfolder\universita\automata\020-linguaggi-e-grammatiche-24.pdf,25,"9/28/2021
2602-linguaggio -e-grammatiche -24
51Grammatiche di Chomsky
di tipo 2, context free (CF), non contestuali
•produzioni del tipo
A→, AVN, V+
linguaggi di tipo 2
esempio :
il linguaggio { anbn|n1} è di tipo 0 in quanto generato da
S → aAb
aA → aaAb
A → 
ma è anche di tipo 2, infatti è generato anche da
S → aSb| ab
52Esempi di linguaggi di tipo 2
linguaggio delle espressioni aritmetiche con la variabile i (come per 
esempio “i*i+(i*i+(i))*i*i ”, oppure “((i+i)*i) ”). 
L’assioma è E. 
E → E+T | T
T → T*F | F
F → i| (E)
grammatica delle parentesi ben bilanciate (esempio “ (((())))() ”)
S → ()| SS | (S)
da quale sequenza di produzioni è generata “ ()((()())) ” ?
grammatica delle stringhe palindrome (esempio “elle”, “ereggere”)51
52", linguaggio grammatiche grammatiche chomsky tipo context free cf contestuali •produzioni tipo a→ avn v linguaggi tipo esempio linguaggio anbnn tipo generato s → aab aa → aaab →  tipo infatti generato s → asb ab esempi linguaggi tipo linguaggio espressioni aritmetiche variabile come esempio “iiiiiii ” oppure “iii ” l’assioma e → et t t → tf f f → i e grammatica parentesi ben bilanciate esempio “ ” s → ss s sequenza produzioni generata “ ” grammatica stringhe palindrome esempio “elle” “ereggere” ,"[0, 8, 9]","[(0, 0.2040844), (8, 0.2521628), (9, 0.5297488)]"
dataExtraction\data_test\rootfolder\universita\automata\020-linguaggi-e-grammatiche-24.pdf,26,"9/28/2021
2702-linguaggio -e-grammatiche -24
53Grammatiche di Chomsky
di tipo 3, lineari destre (RL), regolari
•produzioni del tipo
A→, AVN, (VT◦VN)VT
•linguaggi di tipo 3
esempio :
il linguaggio {anb|n0} è di tipo 3 in quanto generato da
S → aS
S → b
si possono anche definire grammatiche lineari sinistre (LL) con 
A→, AVN, (VN◦VT)VT
esempio : il linguaggio { anb|n0} è anche generato da
S → Tb| b
T → a| Ta
teorema : i linguaggi generati da grammatiche LL e RL coincidono
54Grammatiche di Chomsky
un linguaggio è strettamente di tipo n se esiste una 
grammatica di tipo n che lo genera e non esiste una 
grammatica di tipo m>n che lo genera
esempio : il linguaggio { anbn|n1} è generato da 
una grammatica di tipo 2 e non è generato da 
nessuna grammatica di tipo 353
54", linguaggio grammatiche grammatiche chomsky tipo lineari destre rl regolari •produzioni tipo a→ avn vt◦vnvt •linguaggi tipo esempio linguaggio anbn tipo generato s → as s → b possono definire grammatiche lineari sinistre ll a→ avn vn◦vtvt esempio linguaggio anbn generato s → tb b t → a ta teorema linguaggi generati grammatiche ll rl coincidono grammatiche chomsky linguaggio strettamente tipo n esiste grammatica tipo n genera esiste grammatica tipo mn genera esempio linguaggio anbnn generato grammatica tipo generato nessuna grammatica tipo ,"[0, 8]","[(0, 0.93524295), (8, 0.050960183)]"
dataExtraction\data_test\rootfolder\universita\automata\020-linguaggi-e-grammatiche-24.pdf,27,"9/28/2021
2802-linguaggio -e-grammatiche -24
55Grammatiche di Chomsky
contenimento tra i linguaggitipo 0
tipo 1
tipo 2
tipo 3
56Grammatiche di Chomsky
quadro riassuntivo della classificazione delle 
grammatiche secondo Chomskytipo produzioni vincoli
tipo 0
non limitate→ V*◦VN◦V*, V*
tipo 1
contestuali→||≤||
V*◦VN◦V*, V*
tipo 2
non contestualiA→ AVN, V+
tipo 3
regolariA→ AVN, (VT◦VN)VT55
56", linguaggio grammatiche grammatiche chomsky contenimento linguaggitipo tipo tipo tipo grammatiche chomsky quadro riassuntivo classificazione grammatiche secondo chomskytipo produzioni vincoli tipo limitate→ v◦vn◦v v tipo contestuali→≤ v◦vn◦v v tipo contestualia→ avn v tipo regolaria→ avn vt◦vnvt ,[7],"[(7, 0.9624935)]"
dataExtraction\data_test\rootfolder\universita\automata\020-linguaggi-e-grammatiche-24.pdf,28,"9/28/2021
2902-linguaggio -e-grammatiche -24
57-produzioni
•con grammatiche di tipo1, 2, 3 non è possibile
generare la stringa vuota
–per generare occorre una produzione →che
viene detta-produzione
–per Chomsky tutti ilinguaggi checontengono -
produzioni sono linguaggi di tipo0
•qual è l’impatto sui corrispondenti linguaggi
delle-produzioni nelle grammatiche ?
–se ammettiamo -produzioni dobbiamo fare 
attenzione , altrimenti rischiamo di snaturare la 
gerarchia di Chomsky
58-produzioni : variazione della gerarchia
con le seguenti modifiche , ilinguaggi generati dale 
diverse tipologie di grammatiche rimangono inalterati , 
salvo per la possibilità di generare la stringa vuota
tipo-produzioni ammesse
0 tutte (per definizione)
1 solo sull’assioma quando quest’ultimo non 
compare mai a destra di una produzione
2 tutte
3 tutte57
58", linguaggio grammatiche  produzioni •con grammatiche tipo possibile generare stringa vuota –per generare occorre produzione →che viene detta produzione –per chomsky ilinguaggi checontengono  produzioni linguaggi tipo •qual l’impatto corrispondenti linguaggi delle produzioni grammatiche –se ammettiamo  produzioni dobbiamo fare attenzione altrimenti rischiamo snaturare gerarchia chomsky  produzioni variazione gerarchia seguenti modifiche ilinguaggi generati dale diverse tipologie grammatiche rimangono inalterati salvo possibilità generare stringa vuota tipo produzioni ammesse tutte per definizione solo sull’assioma quando quest’ultimo compare mai destra produzione tutte tutte ,[3],"[(3, 0.98571205)]"
